Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Country,Continent,Island,Time Zone,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
3/29/2020,ID-PA,Papua,2,0,0,2,8,1,2,5,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0.46,1.84,0.23,0.02,12.5,25,0,1
3/29/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0.88,0.09,50,50,1,1
3/29/2020,ID-SN,Sulawesi Selatan,15,0,0,15,47,1,5,41,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.59,4.99,0.11,0.01,2.12766,10.64,5,1
3/29/2020,ID-SA,Sulawesi Utara,0,0,0,0,1,1,5,-5,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,0.38,0.38,0.04,100,500,1,1
3/29/2020,ID-SS,Sumatera Selatan,0,0,0,0,2,2,1,-1,Province,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,0.24,0.24,0.02,100,50,0,1
3/30/2020,ID-BA,Bali,9,0,0,9,12,2,3,7,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,2.13,2.85,0.47,0.05,16.6667,25,9,1
3/30/2020,ID-BT,Banten,22,0,3,19,65,25,183,-143,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.05,6.06,2.33,0.23,38.4615,281.54,11,0
3/30/2020,ID-JK,DKI Jakarta,33,7,0,26,364,96,112,156,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,3.04,33.56,8.85,0.89,26.3736,30.77,0.63,0.7
3/30/2020,ID-YO,Daerah Istimewa Yogyakarta,2,0,1,1,6,2,4,0,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.55,1.65,0.55,0.06,33.3333,66.67,0,1
3/30/2020,IDN,Indonesia,129,8,11,110,1414,122,75,1217,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.49,5.33,0.46,0.05,8.62801,5.3,0.99,0.67
3/30/2020,ID-JB,Jawa Barat,19,3,5,11,152,30,82,40,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.42,3.37,0.66,0.07,19.7368,53.95,0.7,1
3/30/2020,ID-JT,Jawa Tengah,17,1,1,15,103,22,24,57,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.47,2.83,0.6,0.06,21.3592,23.3,1.55,0.33
3/30/2020,ID-JI,Jawa Timur,7,2,0,5,116,43,368,-295,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.17,2.87,1.06,0.11,37.069,317.24,0.58,2
3/30/2020,ID-KB,Kalimantan Barat,1,0,0,1,8,2,3,3,Province,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.18,1.48,0.37,0.04,25,37.5,0.14,1
3/30/2020,ID-KR,Kepulauan Riau,2,2,0,0,4,3,2,-1,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,2.07,1.55,0.16,75,50,0,0
3/30/2020,ID-MA,Maluku,0,0,0,0,1,1,1,-1,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,100,1,1
3/30/2020,ID-PA,Papua,0,0,0,0,8,1,2,5,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,1.84,0.23,0.02,12.5,25,0,1
3/30/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0.88,0.09,50,50,1,1
3/30/2020,ID-SN,Sulawesi Selatan,4,2,0,2,51,3,5,43,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.42,5.41,0.32,0.03,5.88235,9.8,0.27,0
3/30/2020,ID-SA,Sulawesi Utara,0,0,0,0,1,1,5,-5,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,0.38,0.38,0.04,100,500,1,1
3/30/2020,ID-SS,Sumatera Selatan,0,0,0,0,2,2,1,-1,Province,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,0.24,0.24,0.02,100,50,1,1
3/30/2020,ID-SU,Sumatera Utara,6,0,0,6,7,2,10,-5,Province,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.4,0.47,0.13,0.01,28.5714,142.86,0,1
3/31/2020,ID-BA,Bali,0,0,1,-1,12,2,4,6,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0,2.85,0.47,0.05,16.6667,33.33,0,1
3/31/2020,ID-BT,Banten,14,2,1,11,79,27,184,-132,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.31,7.37,2.52,0.25,34.1772,232.91,0.64,0
3/31/2020,ID-JK,DKI Jakarta,44,10,0,34,408,106,112,190,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,4.06,37.62,9.77,0.98,25.9804,27.45,1.33,1.43
3/31/2020,ID-YO,Daerah Istimewa Yogyakarta,5,0,0,5,11,2,4,5,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,1.38,3.03,0.55,0.06,18.1818,36.36,2.5,1
3/31/2020,IDN,Indonesia,114,14,6,94,1528,136,81,1311,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.43,5.76,0.51,0.05,8.90052,5.3,0.88,1.75
3/31/2020,ID-JB,Jawa Barat,7,0,3,4,159,30,85,44,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.15,3.52,0.66,0.07,18.8679,53.46,0.37,0
3/31/2020,ID-JT,Jawa Tengah,15,2,0,13,118,24,24,70,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.41,3.24,0.66,0.07,20.339,20.34,0.88,2
3/31/2020,ID-JI,Jawa Timur,1,0,0,1,117,43,368,-294,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.02,2.89,1.06,0.11,36.7521,314.53,0.14,0
3/31/2020,ID-KB,Kalimantan Barat,0,0,0,0,8,2,3,3,Province,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,1.48,0.37,0.04,25,37.5,0,1
3/31/2020,ID-KT,Kalimantan Tengah,4,0,2,2,7,2,41,-36,Province,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,1.56,2.72,0.78,0.08,28.5714,585.71,0,1
3/31/2020,ID-KI,Kalimantan Timur,3,1,0,2,16,1,3,12,Province,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.84,4.5,0.28,0.03,6.25,18.75,0,0
3/31/2020,ID-KR,Kepulauan Riau,1,0,0,1,5,3,2,0,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,2.59,1.55,0.16,60,40,0.5,0
3/31/2020,ID-MA,Maluku,0,0,0,0,1,1,1,-1,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,100,1,1
3/31/2020,ID-PA,Papua,1,0,1,0,9,1,3,5,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0.23,2.07,0.23,0.02,11.1111,33.33,0,1
3/31/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0.88,0.09,50,50,1,1
3/31/2020,ID-SN,Sulawesi Selatan,0,1,0,-1,51,4,5,42,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0,5.41,0.42,0.04,7.84314,9.8,0,0.5
3/31/2020,ID-SA,Sulawesi Utara,0,0,0,0,1,1,5,-5,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,0.38,0.38,0.04,100,500,1,1
3/31/2020,ID-SS,Sumatera Selatan,3,0,0,3,5,2,1,2,Province,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.37,0.61,0.24,0.02,40,20,0,1
3/31/2020,ID-SU,Sumatera Utara,6,2,0,4,13,4,10,-1,Province,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.4,0.87,0.27,0.03,30.7692,76.92,1,0
4/1/2020,ID-BA,Bali,6,0,1,5,18,2,5,11,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.42,4.27,0.47,0.05,11.1111,27.78,0,1
4/1/2020,ID-BT,Banten,12,1,6,5,91,28,190,-127,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.12,8.49,2.61,0.26,30.7692,208.79,0.86,0.5
4/1/2020,ID-JK,DKI Jakarta,59,1,0,58,467,107,112,248,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,5.44,43.06,9.87,0.99,22.9122,23.98,1.34,0.1
4/1/2020,ID-YO,Daerah Istimewa Yogyakarta,6,0,1,5,17,2,5,10,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,1.65,4.68,0.55,0.06,11.7647,29.41,1.2,1
4/1/2020,IDN,Indonesia,149,21,22,106,1677,157,103,1417,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.56,6.32,0.59,0.06,9.36196,6.14,1.31,1.5
4/1/2020,ID-JB,Jawa Barat,20,1,2,17,179,31,87,61,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.44,3.96,0.69,0.07,17.3184,48.6,2.86,0
4/1/2020,ID-JT,Jawa Tengah,19,8,16,-5,137,32,40,65,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.52,3.77,0.88,0.09,23.3577,29.2,1.27,4
4/1/2020,ID-JI,Jawa Timur,9,4,77,-72,126,47,445,-366,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.22,3.11,1.16,0.12,37.3016,353.17,9,0
4/1/2020,ID-KB,Kalimantan Barat,1,0,0,1,9,2,3,4,Province,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.18,1.66,0.37,0.04,22.2222,33.33,0,1
4/1/2020,ID-KT,Kalimantan Tengah,0,0,0,0,7,2,41,-36,Province,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0,2.72,0.78,0.08,28.5714,585.71,0,1
4/1/2020,ID-KI,Kalimantan Timur,1,0,0,1,17,1,3,13,Province,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,4.79,0.28,0.03,5.88235,17.65,0.33,0
4/1/2020,ID-KR,Kepulauan Riau,0,0,0,0,5,3,2,0,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0,2.59,1.55,0.16,60,40,0,1
4/1/2020,ID-MA,Maluku,0,0,1,-1,1,1,2,-2,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,200,1,1
4/1/2020,ID-PA,Papua,0,0,1,-1,9,1,4,4,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,2.07,0.23,0.02,11.1111,44.44,0,1
4/1/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0.88,0.09,50,50,1,1
4/1/2020,ID-RI,Riau,0,1,0,-1,3,1,1,1,Province,Riau,Indonesia,Asia,Sumatera,UTC+07:00,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0,0.49,0.16,0.02,33.3333,33.33,1,0
4/1/2020,ID-SN,Sulawesi Selatan,14,0,0,14,65,4,5,56,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.49,6.9,0.42,0.04,6.15385,7.69,0,0
4/1/2020,ID-SA,Sulawesi Utara,2,0,0,2,3,1,5,-3,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.76,1.14,0.38,0.04,33.3333,166.67,0,1
4/1/2020,ID-SS,Sumatera Selatan,0,0,0,0,5,2,1,2,Province,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,0.61,0.24,0.02,40,20,0,1
4/1/2020,ID-SU,Sumatera Utara,2,0,0,2,15,4,10,1,Province,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.13,1.01,0.27,0.03,26.6667,66.67,0.33,0
4/2/2020,ID-BA,Bali,0,0,0,0,18,2,5,11,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0,4.27,0.47,0.05,11.1111,27.78,0,1
4/2/2020,ID-BT,Banten,6,2,1,3,97,30,191,-124,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.56,9.05,2.8,0.28,30.9278,196.91,0.5,2
4/2/2020,ID-JK,DKI Jakarta,70,5,2,63,537,112,114,311,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,6.45,49.51,10.33,1.03,20.8566,21.23,1.19,5
4/2/2020,ID-YO,Daerah Istimewa Yogyakarta,0,1,0,-1,17,3,5,9,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0,4.68,0.83,0.08,17.6471,29.41,0,0
4/2/2020,IDN,Indonesia,113,13,9,91,1790,170,112,1508,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.43,6.75,0.64,0.06,9.49721,6.26,0.76,0.62
4/2/2020,ID-JB,Jawa Barat,15,5,1,9,194,36,88,70,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.33,4.3,0.8,0.08,18.5567,45.36,0.75,5
4/2/2020,ID-JT,Jawa Tengah,5,2,2,1,142,34,42,66,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.14,3.9,0.93,0.09,23.9437,29.58,0.26,0.25
4/2/2020,ID-JI,Jawa Timur,0,12,91,-103,126,59,536,-469,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0,3.11,1.46,0.15,46.8254,425.4,0,3
4/2/2020,ID-KB,Kalimantan Barat,0,1,0,-1,9,3,3,3,Province,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,1.66,0.55,0.06,33.3333,33.33,0,0
4/2/2020,ID-KT,Kalimantan Tengah,0,0,0,0,7,2,41,-36,Province,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0,2.72,0.78,0.08,28.5714,585.71,1,1
4/2/2020,ID-KI,Kalimantan Timur,0,0,0,0,17,1,3,13,Province,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0,4.79,0.28,0.03,5.88235,17.65,0,1
4/2/2020,ID-KR,Kepulauan Riau,2,1,2,-1,7,4,4,-1,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,3.63,2.07,0.21,57.1429,57.14,0,0
4/2/2020,ID-MA,Maluku,0,0,0,0,1,1,2,-2,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,200,1,1
4/2/2020,ID-PA,Papua,0,0,1,-1,9,1,5,3,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,2.07,0.23,0.02,11.1111,55.56,1,1
4/2/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0.88,0.09,50,50,1,1
4/2/2020,ID-RI,Riau,4,0,0,4,7,1,1,5,Province,Riau,Indonesia,Asia,Sumatera,UTC+07:00,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0.66,1.15,0.16,0.02,14.2857,14.29,0,0
