Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Country,Continent,Island,Time Zone,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
4/2/2020,ID-SN,Sulawesi Selatan,0,2,4,-6,65,6,9,50,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0,6.9,0.64,0.06,9.23077,13.85,0,0
4/2/2020,ID-SA,Sulawesi Utara,0,0,0,0,3,1,5,-3,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,1.14,0.38,0.04,33.3333,166.67,0,1
4/2/2020,ID-SS,Sumatera Selatan,6,0,0,6,11,2,1,8,Province,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.73,1.34,0.24,0.02,18.1818,9.09,0,1
4/2/2020,ID-SU,Sumatera Utara,0,0,0,0,15,4,10,1,Province,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0,1.01,0.27,0.03,26.6667,66.67,0,1
4/3/2020,ID-BA,Bali,3,0,0,3,21,2,5,14,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.71,4.98,0.47,0.05,9.52381,23.81,0,1
4/3/2020,ID-BT,Banten,4,0,4,0,101,30,195,-124,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.37,9.42,2.8,0.28,29.703,193.07,0.67,0
4/3/2020,ID-JK,DKI Jakarta,71,6,2,63,608,118,116,374,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,6.55,56.06,10.88,1.09,19.4079,19.08,1.01,1.2
4/3/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,17,3,5,9,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0,4.68,0.83,0.08,17.6471,29.41,1,0
4/3/2020,IDN,Indonesia,196,11,22,163,1986,181,134,1671,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.74,7.49,0.68,0.07,9.1138,6.75,1.73,0.85
4/3/2020,ID-JB,Jawa Barat,2,1,2,-1,196,37,90,69,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.04,4.34,0.82,0.08,18.8776,45.92,0.13,0.2
4/3/2020,ID-JT,Jawa Tengah,19,1,5,13,161,35,47,79,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.52,4.43,0.96,0.1,21.7391,29.19,3.8,0.5
4/3/2020,ID-JI,Jawa Timur,47,1,7,39,173,60,543,-430,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,1.16,4.27,1.48,0.15,34.6821,313.87,0,0.08
4/3/2020,ID-KB,Kalimantan Barat,0,0,0,0,9,3,3,3,Province,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,1.66,0.55,0.06,33.3333,33.33,1,0
4/3/2020,ID-KT,Kalimantan Tengah,2,0,0,2,9,2,41,-34,Province,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.78,3.5,0.78,0.08,22.2222,455.56,0,1
4/3/2020,ID-KI,Kalimantan Timur,1,0,0,1,18,1,3,14,Province,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,5.07,0.28,0.03,5.55556,16.67,0,1
4/3/2020,ID-KR,Kepulauan Riau,2,0,0,2,9,4,4,1,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,4.66,2.07,0.21,44.4444,44.44,1,0
4/3/2020,ID-MA,Maluku,0,0,0,0,1,1,2,-2,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,200,1,1
4/3/2020,ID-PA,Papua,6,1,0,5,15,2,5,8,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,1.38,3.46,0.46,0.05,13.3333,33.33,0,0
4/3/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0.88,0.09,50,50,1,1
4/3/2020,ID-RI,Riau,3,0,0,3,10,1,1,8,Province,Riau,Indonesia,Asia,Sumatera,UTC+07:00,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0.49,1.65,0.16,0.02,10,10,0.75,1
4/3/2020,ID-SN,Sulawesi Selatan,15,0,0,15,80,6,9,65,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.59,8.49,0.64,0.06,7.5,11.25,0,0
4/3/2020,ID-SA,Sulawesi Utara,0,0,0,0,3,1,5,-3,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,1.14,0.38,0.04,33.3333,166.67,1,1
4/3/2020,ID-SS,Sumatera Selatan,1,0,0,1,12,2,1,9,Province,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.12,1.46,0.24,0.02,16.6667,8.33,0.17,1
4/3/2020,ID-SU,Sumatera Utara,0,0,0,0,15,4,10,1,Province,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0,1.01,0.27,0.03,26.6667,66.67,1,1
4/4/2020,ID-BA,Bali,5,0,0,5,26,2,5,19,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.19,6.17,0.47,0.05,7.69231,19.23,1.67,1
4/4/2020,ID-BT,Banten,3,2,2,-1,104,32,197,-125,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.28,9.7,2.98,0.3,30.7692,189.42,0.75,0
4/4/2020,ID-JK,DKI Jakarta,57,8,5,44,665,126,121,418,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,5.26,61.31,11.62,1.16,18.9474,18.2,0.8,1.33
4/4/2020,ID-YO,Daerah Istimewa Yogyakarta,5,0,0,5,22,3,5,14,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,1.38,6.06,0.83,0.08,13.6364,22.73,0,1
4/4/2020,IDN,Indonesia,106,10,16,80,2092,191,150,1751,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.4,7.89,0.72,0.07,9.13002,7.17,0.54,0.91
4/4/2020,ID-JB,Jawa Barat,20,4,2,14,216,41,92,83,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.44,4.78,0.91,0.09,18.9815,42.59,10,4
4/4/2020,ID-JT,Jawa Tengah,15,1,3,11,176,36,50,90,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.41,4.84,0.99,0.1,20.4545,28.41,0.79,1
4/4/2020,ID-JI,Jawa Timur,5,2,3,0,178,62,546,-430,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.12,4.4,1.53,0.15,34.8315,306.74,0.11,2
4/4/2020,ID-KB,Kalimantan Barat,0,0,0,0,9,3,3,3,Province,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,1.66,0.55,0.06,33.3333,33.33,1,1
4/4/2020,ID-KT,Kalimantan Tengah,1,0,2,-1,10,2,43,-35,Province,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,3.89,0.78,0.08,20,430,0.5,1
4/4/2020,ID-KI,Kalimantan Timur,2,0,1,1,20,1,4,15,Province,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.56,5.63,0.28,0.03,5,20,2,1
4/4/2020,ID-KR,Kepulauan Riau,0,0,0,0,9,4,4,1,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0,4.66,2.07,0.21,44.4444,44.44,0,1
4/4/2020,ID-MA,Maluku,0,0,0,0,1,1,2,-2,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,200,1,1
4/4/2020,ID-PA,Papua,2,0,1,1,17,2,6,9,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0.46,3.92,0.46,0.05,11.7647,35.29,0.33,0
4/4/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0.88,0.09,50,50,1,1
4/4/2020,ID-RI,Riau,0,0,1,-1,10,1,2,7,Province,Riau,Indonesia,Asia,Sumatera,UTC+07:00,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0,1.65,0.16,0.02,10,20,0,1
4/4/2020,ID-SN,Sulawesi Selatan,0,2,5,-7,80,8,14,58,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0,8.49,0.85,0.08,10,17.5,0,0
4/4/2020,ID-SA,Sulawesi Utara,0,1,0,-1,3,2,5,-4,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,1.14,0.76,0.08,66.6667,166.67,1,0
4/4/2020,ID-SS,Sumatera Selatan,0,0,1,-1,12,2,2,8,Province,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,1.46,0.24,0.02,16.6667,16.67,0,1
4/4/2020,ID-SU,Sumatera Utara,3,1,0,2,18,5,10,3,Province,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.2,1.21,0.34,0.03,27.7778,55.56,0,0
4/5/2020,ID-BA,Bali,5,0,4,1,31,2,9,20,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.19,7.35,0.47,0.05,6.45161,29.03,1,1
4/5/2020,ID-BT,Banten,4,2,4,-2,108,34,201,-127,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.37,10.07,3.17,0.32,31.4815,186.11,1.33,1
4/5/2020,ID-JK,DKI Jakarta,87,11,2,74,752,137,123,492,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,8.02,69.33,12.63,1.26,18.2181,16.36,1.53,1.38
4/5/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,23,3,5,15,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.28,6.33,0.83,0.08,13.0435,21.74,0.2,1
4/5/2020,IDN,Indonesia,181,7,14,160,2273,198,164,1911,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.68,8.57,0.75,0.07,8.71095,7.22,1.71,0.7
4/5/2020,ID-JB,Jawa Barat,6,2,1,3,222,43,93,86,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.13,4.92,0.95,0.1,19.3694,41.89,0.3,0.5
4/5/2020,ID-JT,Jawa Tengah,3,0,0,3,179,36,50,93,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.08,4.92,0.99,0.1,20.1117,27.93,0.2,0
4/5/2020,ID-JI,Jawa Timur,35,2,8,25,213,64,554,-405,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.86,5.26,1.58,0.16,30.0469,260.09,7,1
4/5/2020,ID-KB,Kalimantan Barat,0,0,0,0,9,3,3,3,Province,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,1.66,0.55,0.06,33.3333,33.33,1,1
4/5/2020,ID-KT,Kalimantan Tengah,0,0,0,0,10,2,43,-35,Province,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0,3.89,0.78,0.08,20,430,0,1
4/5/2020,ID-KI,Kalimantan Timur,1,0,0,1,21,1,4,16,Province,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,5.91,0.28,0.03,4.7619,19.05,0.5,1
4/5/2020,ID-KR,Kepulauan Riau,1,0,0,1,10,4,4,2,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,5.18,2.07,0.21,40,40,0,1
4/5/2020,ID-MA,Maluku,0,0,0,0,1,1,2,-2,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,200,1,1
4/5/2020,ID-PA,Papua,8,0,0,8,25,2,6,17,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,1.84,5.76,0.46,0.05,8,24,4,1
4/5/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0.88,0.09,50,50,1,1
4/5/2020,ID-RI,Riau,1,1,0,0,11,2,2,7,Province,Riau,Indonesia,Asia,Sumatera,UTC+07:00,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0.16,1.81,0.33,0.03,18.1818,18.18,0,0
4/5/2020,ID-SN,Sulawesi Selatan,2,2,11,-11,82,10,25,47,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.21,8.7,1.06,0.11,12.1951,30.49,0,1
4/5/2020,ID-SA,Sulawesi Utara,0,0,0,0,3,2,5,-4,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,1.14,0.76,0.08,66.6667,166.67,1,0
4/5/2020,ID-SS,Sumatera Selatan,4,0,0,4,16,2,2,12,Province,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.49,1.95,0.24,0.02,12.5,12.5,0,1
4/5/2020,ID-SU,Sumatera Utara,0,0,0,0,18,5,10,3,Province,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0,1.21,0.34,0.03,27.7778,55.56,0,0
4/6/2020,ID-BA,Bali,7,0,0,7,38,2,9,27,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.66,9.01,0.47,0.05,5.26316,23.68,1.4,1
4/6/2020,ID-BT,Banten,11,2,8,1,119,36,209,-126,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.03,11.1,3.36,0.34,30.2521,175.63,2.75,1
4/6/2020,ID-JK,DKI Jakarta,103,7,7,89,855,144,130,581,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,9.5,78.83,13.28,1.33,16.8421,15.2,1.18,0.64
4/6/2020,ID-YO,Daerah Istimewa Yogyakarta,3,0,1,2,26,3,6,17,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.83,7.16,0.83,0.08,11.5385,23.08,3,1
4/6/2020,IDN,Indonesia,218,11,28,179,2491,209,192,2090,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.82,9.39,0.79,0.08,8.3902,7.71,1.2,1.57
4/6/2020,ID-JB,Jawa Barat,10,3,4,3,232,46,97,89,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.22,5.14,1.02,0.1,19.8276,41.81,1.67,1.5
4/6/2020,ID-JT,Jawa Tengah,19,5,1,13,198,41,51,106,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.52,5.44,1.13,0.11,20.7071,25.76,6.33,0
4/6/2020,ID-JI,Jawa Timur,9,5,11,-7,222,69,565,-412,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.22,5.48,1.7,0.17,31.0811,254.5,0.26,2.5
4/6/2020,ID-KB,Kalimantan Barat,0,0,0,0,9,3,3,3,Province,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,1.66,0.55,0.06,33.3333,33.33,1,1
4/6/2020,ID-KT,Kalimantan Tengah,9,0,0,9,19,2,43,-26,Province,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,3.5,7.39,0.78,0.08,10.5263,226.32,0,1
4/6/2020,ID-KI,Kalimantan Timur,6,0,0,6,27,1,4,22,Province,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.69,7.6,0.28,0.03,3.7037,14.81,6,1
4/6/2020,ID-KR,Kepulauan Riau,0,0,0,0,10,4,4,2,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0,5.18,2.07,0.21,40,40,0,1
4/6/2020,ID-MA,Maluku,0,0,0,0,1,1,2,-2,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,200,1,1
